image,0.1,0.2,0.5,1,2,5,10,50,100
012WMNGD.jpg,0.005328,0.004401,0.972297,0.004916,0.002072,0.002580,0.002916,0.003689,0.001800
013MD9CN.jpg,0.002255,0.004210,0.004879,0.007953,0.955544,0.006587,0.006910,0.005497,0.006165
013XGEV4.jpg,0.003993,0.004657,0.001991,0.003503,0.005476,0.004549,0.970311,0.003840,0.001679
0153LGMV.jpg,0.001467,0.984808,0.001522,0.000830,0.001047,0.001361,0.004242,0.001574,0.003148
016MHIOP.jpg,0.001804,0.002524,0.006969,0.971805,0.003267,0.007455,0.001707,0.001471,0.002998
018H2RGU.jpg,0.001655,0.001880,0.004039,0.976754,0.003154,0.006118,0.002074,0.001863,0.002463
01DAU2WV.jpg,0.005358,0.959056,0.005192,0.004447,0.004726,0.004011,0.006991,0.004069,0.006149
01F89EY5.jpg,0.008642,0.003780,0.962501,0.009862,0.001959,0.004705,0.003043,0.003196,0.002313
01GDKV2P.jpg,0.002527,0.002648,0.001829,0.002817,0.006293,0.001516,0.976055,0.004936,0.001379
01GS3CKM.jpg,0.002816,0.979141,0.002339,0.001587,0.003064,0.001717,0.004165,0.001857,0.003315
01I9AV58.jpg,0.005975,0.009360,0.002088,0.009946,0.010259,0.003192,0.950567,0.005096,0.003516
01OXMGYA.jpg,0.960980,0.006032,0.006822,0.003389,0.006081,0.003887,0.003968,0.003749,0.005093
01PF48IU.jpg,0.003950,0.005795,0.005336,0.005490,0.951874,0.003576,0.011497,0.005553,0.006928
01SA8KW3.jpg,0.002560,0.003010,0.001925,0.002383,0.002551,0.002962,0.002354,0.003797,0.978459
01SMW56F.jpg,0.002226,0.003087,0.001658,0.003300,0.002612,0.003166,0.002535,0.003488,0.977928
01TV97HW.jpg,0.001649,0.977957,0.002078,0.001688,0.002513,0.001894,0.004790,0.002223,0.005208
021YWDXG.jpg,0.978339,0.002559,0.006338,0.000841,0.003551,0.001812,0.002275,0.002283,0.002002
023ZGF1N.jpg,0.000749,0.001271,0.002797,0.001336,0.003428,0.001048,0.002035,0.985423,0.001913
025VSB8Q.jpg,0.001423,0.001948,0.003849,0.977381,0.003316,0.006162,0.001723,0.001465,0.002732
02DRN4GY.jpg,0.006201,0.956905,0.004791,0.004727,0.004381,0.003762,0.010201,0.003301,0.005731
02GACP6G.jpg,0.003281,0.002901,0.001374,0.003996,0.006623,0.001346,0.975201,0.003651,0.001628
02H16MPL.jpg,0.003537,0.004872,0.005267,0.008446,0.951778,0.005844,0.008961,0.007417,0.003879
02MD5R1G.jpg,0.001485,0.002546,0.004474,0.975560,0.002143,0.007550,0.001673,0.002082,0.002489
02PU8EDI.jpg,0.001978,0.003096,0.001245,0.002606,0.002865,0.002377,0.982534,0.002337,0.000963
02TXGMQA.jpg,0.001512,0.980363,0.002042,0.001464,0.002143,0.001437,0.003186,0.003486,0.004369
02TZF9QB.jpg,0.003675,0.003345,0.976074,0.003774,0.002162,0.003418,0.002424,0.003605,0.001522
